generation,best_id,best_genotype,best_fitness,diversity
0,indi_0_617,"[64.32730786780348, 37.598421928876384, 0.5977536347527327, -2.1824647529911605, 0.052163009778353996, 4.4293896395630145e-05, 0.029644851292193665, 0.022562418196018348, 0.11637110437712699, 0.09796185180214154, 1.5107245004901888, 0.05688561147162816, 0.01598158441481941, 0.024907497817924163, 0.2859165661724808, 0.053299648606050395, 18.669190950720687, 0.2817073254998042, 0.5792972051958937, 0.6120092426399238]",2687.3541314260965,8318.272591137975
1,elite_1,"[64.32730786780348, 37.598421928876384, 0.5977536347527327, -2.1824647529911605, 0.052163009778353996, 4.4293896395630145e-05, 0.029644851292193665, 0.022562418196018348, 0.11637110437712699, 0.09796185180214154, 1.5107245004901888, 0.05688561147162816, 0.01598158441481941, 0.024907497817924163, 0.2859165661724808, 0.053299648606050395, 18.669190950720687, 0.2817073254998042, 0.5792972051958937, 0.6120092426399238]",2687.3541314260965,104520339.08331758
2,elite_2,"[64.32730786780348, 37.598421928876384, 0.5977536347527327, -2.1824647529911605, 0.052163009778353996, 4.4293896395630145e-05, 0.029644851292193665, 0.022562418196018348, 0.11637110437712699, 0.09796185180214154, 1.5107245004901888, 0.05688561147162816, 0.01598158441481941, 0.024907497817924163, 0.2859165661724808, 0.053299648606050395, 18.669190950720687, 0.2817073254998042, 0.5792972051958937, 0.6120092426399238]",2687.3541314260965,120166122.56659876
3,elite_3,"[64.32730786780348, 37.598421928876384, 0.5977536347527327, -2.1824647529911605, 0.052163009778353996, 4.4293896395630145e-05, 0.029644851292193665, 0.022562418196018348, 0.11637110437712699, 0.09796185180214154, 1.5107245004901888, 0.05688561147162816, 0.01598158441481941, 0.024907497817924163, 0.2859165661724808, 0.053299648606050395, 18.669190950720687, 0.2817073254998042, 0.5792972051958937, 0.6120092426399238]",2687.3541314260965,110337123.92652884
4,elite_4,"[64.32730786780348, 37.598421928876384, 0.5977536347527327, -2.1824647529911605, 0.052163009778353996, 4.4293896395630145e-05, 0.029644851292193665, 0.022562418196018348, 0.11637110437712699, 0.09796185180214154, 1.5107245004901888, 0.05688561147162816, 0.01598158441481941, 0.024907497817924163, 0.2859165661724808, 0.053299648606050395, 18.669190950720687, 0.2817073254998042, 0.5792972051958937, 0.6120092426399238]",2687.3541314260965,107828050.79262677
5,elite_5,"[64.32730786780348, 37.598421928876384, 0.5977536347527327, -2.1824647529911605, 0.052163009778353996, 4.4293896395630145e-05, 0.029644851292193665, 0.022562418196018348, 0.11637110437712699, 0.09796185180214154, 1.5107245004901888, 0.05688561147162816, 0.01598158441481941, 0.024907497817924163, 0.2859165661724808, 0.053299648606050395, 18.669190950720687, 0.2817073254998042, 0.5792972051958937, 0.6120092426399238]",2687.3541314260965,117692674.51937567
6,elite_6,"[64.32730786780348, 37.598421928876384, 0.5977536347527327, -2.1824647529911605, 0.052163009778353996, 4.4293896395630145e-05, 0.029644851292193665, 0.022562418196018348, 0.11637110437712699, 0.09796185180214154, 1.5107245004901888, 0.05688561147162816, 0.01598158441481941, 0.024907497817924163, 0.2859165661724808, 0.053299648606050395, 18.669190950720687, 0.2817073254998042, 0.5792972051958937, 0.6120092426399238]",2687.3541314260965,103853370.9589773
7,elite_7,"[64.32730786780348, 37.598421928876384, 0.5977536347527327, -2.1824647529911605, 0.052163009778353996, 4.4293896395630145e-05, 0.029644851292193665, 0.022562418196018348, 0.11637110437712699, 0.09796185180214154, 1.5107245004901888, 0.05688561147162816, 0.01598158441481941, 0.024907497817924163, 0.2859165661724808, 0.053299648606050395, 18.669190950720687, 0.2817073254998042, 0.5792972051958937, 0.6120092426399238]",2687.3541314260965,117987712.5691117
8,indi_8_625,"[77.52252858237465, 38.614313968472835, 0.5769876098100344, -1.6339666934136154, 0.047352377038262075, 0.00021281508331781254, 0.027465410439188136, 0.0294550090448243, 0.09379237976007944, 0.10769677365783126, 1.267710681150668, 0.053126259637508305, 0.05156102451545237, 0.07124875269897797, 0.1404400296439783, 0.21628387713685815, 11.864830109055347, 0.46325207375469324, 0.6350145932100297, 0.48042686002358737]",2670.8730435338293,118737877.53992584
9,indi_9_250,"[73.62300834708807, 37.87596952641531, 0.5798516945185529, -1.7758791311455355, 0.04737883892380315, 0.00015205540523549984, 0.028811208900483082, 0.02090480393057197, 0.09748370054740649, 0.10432550707632543, 1.3158596317883335, 0.054385475637995985, 0.041404478639081366, 0.06844416793072185, 0.23311258835110563, 0.16577146776182278, 13.42111898788444, 0.42964151946921547, 0.5941520612431404, 0.5772462083428276]",2639.2194779050774,113360882.61339824
