generation,best_id,best_genotype,best_fitness,diversity
0,indi_0_268,"[166.63028387661183, 44.35968683341751, 0.37198683970918767, -3.0291982767835997, 0.0234118082298468, 0.000128735434037992, 0.024224081574372284, 0.004039308568914359, 0.06535466553286247, 0.12776436339224906, 0.9809607974698588, 0.040750159092069714, 0.040809165645742836, 0.0316175542107349, 0.24936956380232764, 0.13379101793853984, 8.72849960614884, 0.3287934020480235, 0.5865867591168383, 0.26666068076077815]",2947.4692330293055,8612.707691184814
1,indi_1_364,"[48.21264972202625, 39.25249415282697, 0.37148848379779065, 0.5311270563991242, 0.05838969330057412, 0.00016171550461262918, 0.01333019296308437, 0.009758514977499713, 0.08686733343333652, 0.0430665236303133, 0.8090885333985016, 0.06364743542354538, 0.10508623708321625, 0.1023334853749246, 0.22044564844985848, 0.6129562581044954, 13.626353546729135, 0.635211468768113, 0.7859926848096743, 0.17602111555346395]",2923.606197669018,227386.90919790737
2,indi_2_226,"[71.36648277008427, -6.618079186183676, 99.32134527859262, -5.481020068015411, -120.43985727088698, 6.570788424155816, 54.90089585203561, 112.66860933637865, 111.77480945784887, 41.67467104469278, -129.2148076017918, -172.02411155620507, 235.2969093555925, -260.487000473216, -7.800389006904725, -209.30323326498268, 68.64724999882253, 35.98746744454969, -109.97710611133078, 3.02359076410288]",711.2944170847859,218053.11829057653
3,indi_3_11,"[43.96252153609276, -3.8101785921626963, 92.16514740895046, -0.09952126082632234, -110.85513668770486, 5.101777259701513, 12.225982022164699, 78.8040446366108, 76.5580000526855, 7.117285156929702, -110.03132789532395, -139.3584437671747, 138.09686939533913, -6.105932028002006, 0.12942678284841316, -54.78570275974959, 14.743615654779004, 1.847414362337716, -55.26726863396301, 1.789808849042615]",128.25600093444268,327395.5868005941
4,elite_4,"[43.96252153609276, -3.8101785921626963, 92.16514740895046, -0.09952126082632234, -110.85513668770486, 5.101777259701513, 12.225982022164699, 78.8040446366108, 76.5580000526855, 7.117285156929702, -110.03132789532395, -139.3584437671747, 138.09686939533913, -6.105932028002006, 0.12942678284841316, -54.78570275974959, 14.743615654779004, 1.847414362337716, -55.26726863396301, 1.789808849042615]",128.25600093444268,282552.9861401394
5,indi_5_512,"[68.76118893219979, 5.250554615356443, 25.19189651724571, -0.7687528958660133, -61.56266180542308, 25.59397538984212, 31.37276315716449, 85.86530507757112, -20.685112144283643, 16.521126101856424, -88.92372446800397, -14.123540590214553, 171.99183741256348, -147.3294878007626, 5.588710216639125, -58.353474668222646, -8.58951796234014, 56.90244832886756, -75.34555156406496, 6.707842099233979]",120.51546784463018,253563.60248285584
6,indi_6_604,"[26.334828126831045, 3.3685906927123863, 21.67881323134054, -0.8568110831394414, -68.62237185000305, -17.661463080639006, 33.509046600752605, 62.0009645514465, 88.84347051247913, 27.945388305428054, -86.497323980353, -66.13897578442915, 119.04702352861038, -41.17442966302026, -9.915671995337984, -49.47107911780641, -6.341150535868976, 80.80594902789846, -52.03587323269686, -5.096977502178887]",59.12822350914114,236856.57914507706
7,indi_7_198,"[60.00180243544601, 0.3068127279170144, 35.258002623823884, 0.0018465666761546817, -67.29644150636149, 4.17381731436659, 16.9869071913048, 83.19852697900565, 94.0166716726965, 31.415579331346702, -99.39243295383017, -89.97630254386021, 166.01973674941217, -73.81713775196053, -8.442926822830893, -63.34679323599784, -1.1642284646362802, 40.59774260748604, -59.37032967722653, 2.714357602971323]",45.22226532707397,218248.04589395982
8,elite_8,"[60.00180243544601, 0.3068127279170144, 35.258002623823884, 0.0018465666761546817, -67.29644150636149, 4.17381731436659, 16.9869071913048, 83.19852697900565, 94.0166716726965, 31.415579331346702, -99.39243295383017, -89.97630254386021, 166.01973674941217, -73.81713775196053, -8.442926822830893, -63.34679323599784, -1.1642284646362802, 40.59774260748604, -59.37032967722653, 2.714357602971323]",45.22226532707397,209330.66743178177
9,indi_9_585,"[38.01125340907686, 1.6620093410693502, 27.68944425749098, -0.1705541467595398, -67.68500765121621, -4.205223721453419, 22.747397654522366, 71.86656641694668, 90.93092820522696, 28.04123615365628, -94.43747140881374, -75.19166976328486, 150.84098092822703, -69.15530924864943, -8.929697068175226, -55.35912573040113, -4.529684956395779, 79.95253035265728, -58.180078257356726, 2.226651263784677]",29.294849931634257,196077.5638986991
10,indi_10_350,"[37.51799692801134, 1.4196413159274743, 32.58832217373822, -0.17539466783392563, -67.90069732367016, -11.51511902680225, 28.289486219407284, 64.43235887820924, 89.87336545758754, 27.872207999722317, -90.21261965963876, -74.61345014585868, 142.68986248517763, -50.016806375870644, -9.287419826567643, -54.21759510479946, -3.6154031657578054, 78.41538683904665, -55.31066777027068, -0.7190628808702695]",25.699273683742312,165583.7417575747
11,indi_11_310,"[55.54755127322394, 0.6519907021345989, 36.91525490557923, 0.04220566835792703, -70.9990222276094, 3.194744372274526, 12.21017745224595, 79.25461947045184, 89.71788497453498, 27.488094502712094, -91.58505804906189, -55.97554630024445, 150.11832683588247, -65.01272866163899, -5.680178520330562, -51.51258821046886, -2.0538300685106625, 55.734737105604054, -58.80236818379268, 1.7839033638798596]",24.716674497597953,180145.7217028034
12,indi_12_284,"[47.813076326987016, 0.9935131702059236, 30.00302493010519, -0.0973208169337842, -69.04922806228606, -4.995772346680949, 20.07979450410716, 73.17193288212941, 90.28948819792453, 30.52083195435135, -86.9059917995122, -60.60419596508544, 149.99337986557674, -62.06973380333109, -7.66531376843041, -52.20710826147919, -2.3006631997116442, 58.82336359192101, -57.4893944345241, 1.7474900562564895]",22.23278876272058,211496.5365857226
13,indi_13_484,"[50.37855810520139, 0.727713808923758, 29.41003024953144, 0.0026230175626886214, -68.84191901724546, 2.1208373581313644, 27.164201044863983, 75.34602051096566, 90.32342528057978, 27.270306160172204, -88.0129492524766, -58.68481558683383, 144.4996313361489, -57.32513024939474, -7.12823696496398, -55.47711001099301, -2.209152832264194, 59.03264966754823, -56.35306447316215, 0.5335724521403173]",21.317027706380507,203817.54082928522
14,indi_14_219,"[47.35238387279173, 0.9657741866370024, 28.71238162520944, 0.0075923461599527835, -70.16314534501635, 0.4234641137552408, 29.662789288505593, 72.94023315210292, 90.29593833791239, 28.82566247288369, -91.86750094277328, -62.0159627045803, 154.15112616687236, -53.76950476961796, -7.780561678416773, -54.983339706274045, -2.796364191482242, 59.29565474014713, -57.46625489112152, 1.541886416998864]",21.065247189880758,178230.77325390224
15,indi_15_609,"[43.480940638462314, 1.2237800451623968, 27.300261185133564, 0.023980139796285674, -70.34084909887626, -4.952827801995114, 26.471356703600403, 72.86227029096965, 89.09659091651352, 24.360649517960574, -89.89250289414682, -64.62029086933113, 148.86849176860537, -42.439504649651916, -7.71802347053645, -52.426895078895214, -3.3344909346443616, 62.112498904465674, -57.720454548327126, 0.8782582054994054]",20.489971734028007,232687.6266785917
16,indi_16_436,"[45.369182013664044, 1.1008554590707686, 27.530492557115945, 0.011835948539165158, -69.26134595378969, 1.737093531292817, 28.071948109996214, 72.89775853006358, 88.72427656282892, 25.678521469013795, -89.86249539399847, -62.01735307174401, 147.44690710117658, -48.41755529392528, -7.7938529092717115, -53.21636395202261, -3.0371786016781166, 61.86580394675426, -56.71518369335578, 0.880465979983668]",20.327439868188264,219172.3209714985
17,indi_17_471,"[48.97351793145055, 0.9602123749209632, 27.542373962110844, 0.010668467076890184, -71.13541677564945, -3.444685175819303, 26.350545318159497, 73.03855701472598, 90.42245422033102, 26.787765369813417, -89.22446436974947, -65.61703372222229, 151.9351345787634, -55.25063364669399, -7.40890074277037, -52.87823502636628, -2.7923412702026997, 62.12154316239467, -57.4583455572983, 0.8963084315025852]",20.260420476997368,193687.24682613747
18,indi_18_311,"[49.049041413290645, 0.9605513704690124, 27.748422388280357, 0.00910691769748527, -70.72629728655707, -2.2200626700123918, 26.495553338168808, 73.54553458907199, 90.3660435365661, 27.325035737608566, -88.55018488556337, -62.305802159187174, 149.41914415560456, -53.725015751104706, -7.404671963562045, -52.86790144673528, -2.772198966080103, 60.98628266212852, -57.24402795930587, 0.805697771285897]",20.14369853545666,215581.47683548805
19,indi_19_625,"[48.760383208071204, 0.9730193305661585, 27.531208367447743, 0.011746676590792687, -69.79502241543995, -1.2375919259254295, 26.2550067042781, 73.96004275774234, 89.77954340687086, 27.231768064746966, -88.96143663134568, -63.08301314507558, 148.01763243749045, -47.67657406750404, -7.47952984134896, -53.59396490505379, -2.849276846885889, 61.338895490588556, -57.25138858933113, 0.8976250014968516]",20.124517083405962,158708.2408754055
20,indi_20_591,"[49.23466100503727, 0.9613240544522654, 27.55492431521462, 0.0076111886454238754, -70.68682947616588, -2.943211750619604, 26.469989518294142, 73.75693759010298, 90.28566401422977, 27.07999368946706, -88.63732389621676, -64.0402675336177, 149.31849444392077, -52.607583992214224, -7.416843888242061, -52.971686848507844, -2.782100484861298, 62.495204539083375, -57.35482240317907, 1.0506429237546908]",20.083317179010308,184282.98611374386
21,indi_21_496,"[48.96327020407234, 0.9542319867967235, 27.56122280977458, 0.011245371222446131, -70.50132205411728, -2.6098397505316555, 26.413373967772635, 73.36348543543647, 90.30596170619522, 27.20459361211884, -88.76146706622714, -64.21371979045988, 149.18376223285034, -50.8109221238919, -7.687762838174132, -53.003599752321634, -2.778579430721722, 62.03307908953609, -57.16806942662444, 1.0331464024217476]",20.077209364699776,168526.55804932257
22,indi_22_119,"[49.218126617102484, 0.9619465882539538, 27.571281427049463, 0.006597896385814664, -70.621705105795, -2.9602266405669435, 26.46335494647542, 73.77007569492086, 90.08262862702756, 27.148654271414177, -88.54415331445114, -62.98430993116936, 149.14282762450267, -51.95847400615221, -7.480678430972897, -53.01439737875755, -2.7885297568307585, 62.11955036760873, -57.22531042879773, 0.9896036677139559]",20.067429708218047,212041.3950629441
23,indi_23_502,"[48.70049045042866, 0.9621540811669151, 27.506882405152773, 0.01029553341955864, -70.59142392152751, -2.8685412449758654, 26.447752112827338, 73.56993946905698, 90.2112085922634, 27.035098359041566, -88.56798399374959, -63.629229083651474, 150.26184800325711, -51.99086420058437, -7.491043969560356, -52.95877799652114, -2.785553774302355, 62.04852204892424, -57.16603171028123, 0.9622868261953008]",20.052521220949412,205269.19532770108
24,elite_24,"[48.70049045042866, 0.9621540811669151, 27.506882405152773, 0.01029553341955864, -70.59142392152751, -2.8685412449758654, 26.447752112827338, 73.56993946905698, 90.2112085922634, 27.035098359041566, -88.56798399374959, -63.629229083651474, 150.26184800325711, -51.99086420058437, -7.491043969560356, -52.95877799652114, -2.785553774302355, 62.04852204892424, -57.16603171028123, 0.9622868261953008]",20.052521220949412,196947.47700022426
25,indi_25_607,"[49.063665543206284, 0.9615211434471479, 27.526188829381322, 0.010101229273183902, -70.43902850707607, -2.924459363854302, 26.447682148491424, 73.68430732568092, 90.16859256266923, 27.20837742862472, -88.5260238658926, -62.99515277245938, 149.60696027436865, -51.75803203520426, -7.53012279210974, -53.01778919352927, -2.7981673146278983, 61.95866619206405, -57.23367264878948, 0.9915287887070064]",20.04554907228753,199094.82636337358
26,indi_26_481,"[49.06877722817791, 0.9587623066516267, 27.510462192638165, 0.010201540613428347, -70.63141467646001, -2.7200511762753568, 26.41935624813022, 73.80309228037491, 90.19670876092925, 27.139984752833886, -88.57117205878986, -63.38710834296657, 149.28816206778654, -51.68830561368808, -7.501385438687938, -53.02344218211526, -2.7933803167426743, 62.04630166024296, -57.08840877896138, 0.9827370433422306]",20.044843394230714,202670.22675946553
27,indi_27_497,"[49.03501230812512, 0.9590420003390003, 27.520306846001233, 0.010693211433155648, -70.49857063925937, -2.90234064813733, 26.44515874238224, 73.63895144016938, 90.17167207383562, 27.152989491241982, -88.52980240490453, -63.15869736676284, 149.60988305371197, -51.746546883263406, -7.530028233900787, -53.02633583953063, -2.7954197232560896, 61.96826402541393, -57.1587435181182, 0.9824934753470891]",20.042392786851725,227002.6299576696
28,indi_28_58,"[49.00089475776973, 0.9594930122409617, 27.51017791185139, 0.01072188034320073, -70.51411471572891, -2.896389309736099, 26.44528942278868, 73.55993833763219, 90.18425137578456, 27.125931842786677, -88.53047471693483, -63.43894528135818, 149.67159244646646, -51.83724608249585, -7.5099144918721725, -53.02283721749469, -2.7944195067419653, 61.98929617755839, -57.141612165285046, 0.9737438857238492]",20.040371182615935,200112.5709191154
29,indi_29_593,"[49.03843520609154, 0.9593681886387113, 27.51047046051052, 0.010682503979917515, -70.54661747510467, -2.8777060083094175, 26.42335303071926, 73.62140964840239, 90.18354083204605, 27.145336404533822, -88.53151590887062, -63.35599652613215, 149.59683855880968, -51.80466308296245, -7.506188589585318, -53.02302948855363, -2.7950851128343306, 62.000656070325235, -57.09839223829067, 0.9891457555123384]",20.039658375839004,191168.69861582227
